國民中學校別資料																							
103 學年度 SY2014-2015																							
縣市代碼	縣市名稱	學校代碼	學校名稱	班級數	7年級	8年級	9年級	學生數	男學生	女學生	7年級男	7年級女	8年級男	8年級女	9年級男	9年級女	上學年畢業生	上學年男畢業生	上學年女畢業生	男專任教師	女專任教師	男職員	女職員
30	臺北市	363504	市立民權國中	26	9	8	9	703	364	339	123	101	120	123	121	115	250	146	104	18	53	-	14
30	臺北市	363506	市立蘭州國中	9	3	3	3	202	107	95	26	24	46	34	35	37	67	40	27	6	24	2	9
30	臺北市	363507	市立重慶國中	32	10	11	11	838	484	354	152	86	140	113	192	155	313	158	155	22	60	2	15
30	臺北市	373501	市立萬華國中	55	18	18	19	"1,469"	802	667	232	194	291	251	279	222	450	235	215	31	102	7	14
30	臺北市	373503	市立雙園國中	14	4	5	5	296	113	183	42	60	33	60	38	63	113	41	72	12	34	3	10
30	臺北市	373505	市立龍山國中	29	9	10	10	745	400	345	124	99	140	118	136	128	301	146	155	18	56	1	14
30	臺北市	381501	私立靜心國中	18	6	6	6	805	397	408	134	137	128	142	135	129	263	145	118	15	25	2	6
30	臺北市	383501	市立木柵國中	29	9	10	10	814	421	393	118	113	135	134	168	146	302	158	144	27	49	5	9
30	臺北市	383502	市立實踐國中	41	13	14	14	"1,039"	532	507	144	165	177	175	211	167	368	165	203	17	85	2	16
30	臺北市	383503	市立北政國中	12	4	4	4	356	186	170	50	58	68	60	68	52	127	69	58	9	28	1	11
30	臺北市	383504	市立景美國中	41	14	13	14	"1,204"	616	588	202	198	210	188	204	202	416	197	219	26	74	5	13
30	臺北市	383505	市立興福國中	11	4	4	3	228	138	90	41	21	45	37	52	32	81	48	33	10	26	1	10
30	臺北市	383507	市立景興國中	52	17	17	18	"1,503"	796	707	227	208	259	249	310	250	566	312	254	28	96	1	20
30	臺北市	393501	市立誠正國中	41	13	14	14	"1,143"	592	551	177	161	215	171	200	219	372	205	167	33	67	5	13
30	臺北市	393503	市立成德國中	22	6	8	8	545	284	261	77	75	101	77	106	109	168	98	70	25	38	1	12
30	臺北市	403501	市立內湖國中	46	15	15	16	"1,177"	634	543	169	147	219	174	246	222	405	219	186	33	83	4	15
30	臺北市	403502	市立麗山國中	63	21	21	21	"2,085"	"1,088"	997	339	299	376	340	373	358	715	410	305	36	114	2	21
30	臺北市	403503	市立三民國中	30	8	10	12	685	356	329	86	78	121	118	149	133	279	150	129	21	57	-	16
30	臺北市	403504	市立西湖國中	17	5	6	6	394	213	181	58	58	67	49	88	74	134	72	62	15	33	-	12
30	臺北市	403505	市立東湖國中	52	16	18	18	"1,581"	827	754	213	223	298	271	316	260	566	277	289	31	93	3	18
30	臺北市	403506	市立明湖國中	60	20	20	20	"1,906"	987	919	301	297	319	315	367	307	670	362	308	40	104	2	19
30	臺北市	413501	市立士林國中	47	14	16	17	"1,198"	622	576	156	145	222	213	244	218	435	227	208	34	80	1	18
30	臺北市	413502	市立蘭雅國中	50	17	16	17	"1,372"	719	653	224	194	247	231	248	228	459	244	215	31	94	4	15
30	臺北市	413504	市立至善國中	9	3	3	3	183	110	73	44	16	32	34	34	23	57	29	28	11	18	5	8
30	臺北市	413505	市立格致國中	7	2	2	3	102	63	39	15	11	20	12	28	16	46	20	26	12	14	4	7
30	臺北市	413506	市立福安國中	10	3	3	4	229	132	97	39	39	46	30	47	28	56	32	24	12	21	3	8
30	臺北市	413508	市立天母國中	60	20	20	20	"1,708"	934	774	282	227	305	279	347	268	625	353	272	41	101	5	16
30	臺北市	421501	私立奎山國中	6	2	2	2	188	102	86	33	30	38	29	31	27	61	38	23	8	9	2	4
30	臺北市	423501	市立北投國中	57	18	19	20	"1,381"	696	685	207	178	226	248	263	259	561	287	274	47	91	2	17
30	臺北市	423502	市立新民國中	17	5	5	7	334	188	146	51	46	72	53	65	47	118	68	50	18	33	4	9
30	臺北市	423503	市立明德國中	57	18	19	20	"1,432"	740	692	193	170	257	248	290	274	569	283	286	27	107	5	15
30	臺北市	423504	市立桃源國中	14	4	5	5	413	229	184	61	68	91	53	77	63	131	73	58	20	23	1	12
30	臺北市	423505	市立石牌國中	87	29	29	29	"2,780"	"1,433"	"1,347"	436	402	500	461	497	484	909	510	399	53	147	6	18
30	臺北市	423506	市立關渡國中	9	3	3	3	319	156	163	48	53	53	61	55	49	95	56	39	12	20	1	10
50	高雄市	513501	市立鹽埕國中	28	8	9	11	797	423	374	119	112	138	115	166	147	269	125	144	16	52	2	7
50	高雄市	523502	市立壽山國中	15	5	5	5	353	166	187	54	58	65	66	47	63	113	55	58	17	25	1	7
50	高雄市	523503	市立明華國中	54	18	18	18	"1,792"	912	880	301	281	295	295	316	304	610	324	286	31	90	2	11
50	高雄市	523504	市立七賢國中	46	15	16	15	"1,309"	725	584	200	188	255	196	270	200	368	205	163	29	79	2	8
50	高雄市	533501	市立左營國中	70	23	24	23	"2,357"	"1,240"	"1,117"	385	369	461	383	394	365	749	382	367	47	113	3	12
50	高雄市	533502	市立大義國中	29	8	10	11	701	335	366	94	91	114	132	127	143	250	138	112	19	54	4	6
50	高雄市	533503	市立立德國中	16	5	6	5	410	204	206	66	65	76	62	62	79	106	59	47	16	25	1	7
50	高雄市	533504	市立龍華國中	77	24	26	27	"2,467"	"1,287"	"1,180"	373	351	426	412	488	417	831	433	398	39	136	3	14
50	高雄市	533505	市立福山國中	84	27	28	29	"2,821"	"1,453"	"1,368"	466	406	476	480	511	482	914	460	454	49	141	2	14
50	高雄市	543501	市立楠梓國中	63	20	21	22	"1,932"	974	958	301	273	328	335	345	350	634	318	316	37	110	4	9
50	高雄市	543502	市立右昌國中	51	15	17	19	"1,484"	832	652	255	167	269	227	308	258	566	291	275	50	73	-	14
50	高雄市	543503	市立後勁國中	25	7	9	9	621	331	290	89	89	123	89	119	112	207	116	91	13	52	2	7
50	高雄市	543504	市立國昌國中	53	17	18	18	"1,778"	929	849	280	262	314	301	335	286	579	322	257	32	89	1	13
50	高雄市	543505	市立翠屏國中(小)	20	5	8	7	475	258	217	61	51	103	85	94	81	181	81	100	17	33	5	10
50	高雄市	553501	市立鼎金國中	43	13	15	15	"1,114"	531	583	146	183	181	195	204	205	398	187	211	33	69	3	9
50	高雄市	553502	市立三民國中	55	16	19	20	"1,600"	851	749	221	226	289	251	341	272	553	272	281	39	93	4	10
50	高雄市	553503	市立民族國中	38	10	13	15	970	487	483	125	126	156	159	206	198	329	157	172	20	79	2	10
50	高雄市	553504	市立陽明國中	107	35	36	36	"3,451"	"1,786"	"1,665"	542	507	631	538	613	620	"1,184"	607	577	57	180	1	15
50	高雄市	553505	市立正興國中	69	22	24	23	"2,122"	"1,092"	"1,030"	306	324	385	352	401	354	725	377	348	42	121	2	15
50	高雄市	573501	市立前金國中	31	9	10	12	742	347	395	93	117	116	128	138	150	292	144	148	29	52	-	7
50	高雄市	583501	市立苓雅國中	27	9	9	9	705	320	385	99	125	104	119	117	141	234	108	126	18	52	1	9
50	高雄市	583502	市立五福國中	89	29	30	30	"2,748"	"1,472"	"1,276"	451	370	485	461	536	445	968	500	468	38	157	2	15
50	高雄市	583503	市立大仁國中	20	7	6	7	463	264	199	86	58	85	60	93	81	174	105	69	16	40	-	9
50	高雄市	583505	市立英明國中	40	12	13	15	"1,115"	620	495	180	140	195	155	245	200	363	184	179	26	70	3	9
50	高雄市	591501	私立優佳國中	5	1	2	2	68	42	26	15	5	14	12	13	9	18	12	6	3	8	2	2
50	高雄市	593501	市立獅甲國中	27	8	10	9	668	344	324	106	73	114	134	124	117	204	100	104	30	42	3	6
50	高雄市	593502	市立前鎮國中	32	9	12	11	869	441	428	129	118	162	153	150	157	335	162	173	22	55	2	9
50	高雄市	593503	市立瑞豐國中	22	6	7	9	599	304	295	90	80	95	83	119	132	208	100	108	16	40	2	6
50	高雄市	593504	市立光華國中	33	11	11	11	929	463	466	152	155	147	145	164	166	303	140	163	23	67	1	11
50	高雄市	593505	市立興仁國中	13	4	4	5	278	174	104	48	37	60	31	66	36	69	42	27	10	26	1	7
50	高雄市	603501	市立旗津國中	18	7	5	6	474	259	215	77	79	84	68	98	68	126	65	61	19	28	4	5
50	高雄市	613501	市立小港國中	57	15	20	22	"1,591"	849	742	219	205	278	256	352	281	592	291	301	41	94	5	9
50	高雄市	613502	市立鳳林國中	15	4	5	6	329	187	142	56	49	70	46	61	47	111	63	48	15	27	1	7
50	高雄市	613503	市立中山國中	63	21	21	21	"2,041"	"1,094"	947	345	295	361	338	388	314	689	370	319	45	103	6	6
50	高雄市	613504	市立明義國中	43	12	15	16	"1,209"	657	552	172	157	236	189	249	206	354	186	168	30	72	3	7
50	高雄市	613505	市立餐旅國中	9	3	3	3	269	118	151	37	53	45	43	36	55	95	37	58	5	18	-	-
71	金門縣	714501	縣立金城國中	38	12	14	12	"1,104"	577	527	171	176	222	168	184	183	323	173	150	39	50	8	6
71	金門縣	714502	縣立金湖國中	17	7	5	5	448	244	204	94	62	83	57	67	85	142	70	72	19	23	5	7
71	金門縣	714503	縣立金寧國中(小)	7	2	3	2	171	81	90	25	26	35	34	21	30	61	35	26	6	13	5	3
71	金門縣	714504	縣立金沙國中	13	3	5	5	341	172	169	44	44	68	63	60	62	95	48	47	11	20	3	5
71	金門縣	714505	縣立烈嶼國中	6	2	2	2	115	52	63	12	18	21	22	19	23	41	26	15	11	6	2	5
72	連江縣	724501	縣立介壽國中(小)	6	2	2	2	138	73	65	26	24	17	18	30	23	41	22	19	8	6	4	4
72	連江縣	724502	縣立中正國中(小)	3	1	1	1	44	26	18	10	4	7	8	9	6	10	7	3	6	6	1	4
72	連江縣	724503	縣立中山國中	3	1	1	1	48	26	22	2	7	9	6	15	9	23	14	9	6	6	1	4
72	連江縣	724504	縣立敬恆國中(小)	3	1	1	1	14	9	5	5	-	-	1	4	4	9	4	5	2	7	2	2
72	連江縣	724505	縣立東引國中(小)	3	1	1	1	28	18	10	5	4	3	1	10	5	11	4	7	6	4	2	1
